Paper_ID,DOI,Role,Figure_number,PDF_page,Figure_types,Caption_excerpt,Caption_word_count,Source_status,Panel_count_estimated,Column_span,Text_density
P100,10.1109/tvt.2024.3419842,A,10,13,UNCLASSIFIED,Ttotal∗vs T k,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P100,10.1109/tvt.2024.3419842,A,11,13,UNCLASSIFIED,vavg vs T k,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P100,10.1109/tvt.2024.3419842,A,12,13,TRAJECTORY,shows the UA V’s trajectory with the proposed algo-,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P100,10.1109/tvt.2024.3419842,A,13,13,UNCLASSIFIED,The iteration process of the proposed algorithm in situation III.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P100,10.1109/tvt.2024.3419842,A,14,14,TRAJECTORY,The UA V’s trajectory in situation III.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P100,10.1109/tvt.2024.3419842,A,15,13,UNCLASSIFIED,shows the UA V’s total ﬂying distance with the pro-,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P100,10.1109/tvt.2024.3419842,A,16,14,UNCLASSIFIED,shows the UA V’s total ﬂying time with the proposed,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P101,10.1109/tro.2021.3071615,B,1,2,PROBLEM; SCENARIO,Scenario of a smart agriculture farm that is facilitated with a proper,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P101,10.1109/tro.2021.3071615,B,2,3,METHOD_FRAMEWORK,Two-layer formation containment control framework proposed for,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P101,10.1109/tro.2021.3071615,B,3,5,UNCLASSIFIED,"Example of the clustering algorithm with ﬁve targets and 320 leaders,",11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P101,10.1109/tro.2021.3071615,B,4,7,UNCLASSIFIED,Example shows a static cube formation in a 3-D space with eight,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P101,10.1109/tro.2021.3071615,B,5,8,UNCLASSIFIED,illustrates this process—six leader robots have attained,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P101,10.1109/tro.2021.3071615,B,6,10,PROBLEM; SCENARIO,Scenario shows the obstacle avoidance via the DAPF technique. The,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P101,10.1109/tro.2021.3071615,B,7,12,QUANTITATIVE_RESULT,"Webots simulation results of the search and rescue mission involving ﬁve rescuers, one explorer (virtual target, marked by red star), and one l ost robot.",25,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P101,10.1109/tro.2021.3071615,B,8,12,UNCLASSIFIED,V ariation of 2-norm of the formation tracking error ||ξL(t)|| ∀t ∈,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P101,10.1109/tro.2021.3071615,B,9,12,UNCLASSIFIED,Five different communication topologies have been chosen in the,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P101,10.1109/tro.2021.3071615,B,10,13,UNCLASSIFIED,Formation tracking accomplishment time of the leader robots with,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P101,10.1109/tro.2021.3071615,B,11,13,UNCLASSIFIED,Mona is an open-source miniature mobile robot suitable for multirobot,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P101,10.1109/tro.2021.3071615,B,12,14,UNCLASSIFIED,Hardware control loop associated with the experiment.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P101,10.1109/tro.2021.3071615,B,13,15,UNCLASSIFIED,"Experimental observation of the search and rescue mission involving 12 robots (two red robots act as explorers, three green robots represent the lost",23,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P101,10.1109/tro.2021.3071615,B,14,15,UNCLASSIFIED,"Time evolution of 2-norms of (a) formation error of the rescuers (i.e.,",12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,1,4,UNCLASSIFIED,System Model.,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,2,4,UNCLASSIFIED,LSU coverage deﬁnition.,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,3,5,UNCLASSIFIED,illustrates the detailed communication between,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,4,6,METHOD_FRAMEWORK,Learning architecture of the proposed framework.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,5,8,UNCLASSIFIED,ON /OFF mode of GEUs and SFI function.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,6,11,SCENARIO,Simulation environments: (a) environment 1; (b) environment 2.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,7,11,QUANTITATIVE_RESULT,Served o ﬄoading demand comparison for di ﬀerent PPO clip values.,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,8,12,QUANTITATIVE_RESULT; SENSITIVITY,Weight parameters performance: (a) total reward comparison for,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,9,12,UNCLASSIFIED,Number of covered unique GEUs in case of di ﬀerent number of,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,10,12,QUANTITATIVE_RESULT,Total legitimate rate performance in case of di ﬀerent number of,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,11,12,UNCLASSIFIED,Total malicious rate in case of di ﬀerent number of GEUs.,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,12,12,UNCLASSIFIED,"and Fig. 13, along with Table V, analyze system",9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,13,13,UNCLASSIFIED,Number of ON mode of LJU over di ﬀerent number of LSUs cases.,13,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,14,13,SCENARIO; QUANTITATIVE_RESULT,Comparison of performance in di ﬀerent environments: (a) delay,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,15,14,QUANTITATIVE_RESULT,Slot allocation methods performance.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,16,14,UNCLASSIFIED,"Total reward of PPO, A2C, and HRF-PPO.",7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,17,14,QUANTITATIVE_RESULT,Average data reward comparison.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P102,10.1109/tits.2025.3631889,B,18,15,UNCLASSIFIED,Secrecy rate for the proposed work compared with an existing,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P103,10.1109/tiv.2024.3405330,B,1,1,UNCLASSIFIED,We propose the use of predicted position and its associated,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P103,10.1109/tiv.2024.3405330,B,2,3,METHOD_FRAMEWORK,"Overview of the proposed framework. At each time step, current",10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P103,10.1109/tiv.2024.3405330,B,3,4,METHOD_FRAMEWORK; NETWORK_ARCHITECTURE,"Our integrated prediction and planning framework. The DRL network architecture is based on the model introduced in [18], with novel additions and",22,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P103,10.1109/tiv.2024.3405330,B,4,8,UNCLASSIFIED,Predicted trajectories of (a) the polar collision grid (PCG) model,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P103,10.1109/tiv.2024.3405330,B,5,10,PROBLEM; SCENARIO; QUANTITATIVE_RESULT,Comparison of various model trajectories in identical test scenarios. The figure illustrates an autonomous vehicle (in black) navigating through a,20,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P103,10.1109/tiv.2024.3405330,B,6,11,PROBLEM; SCENARIO; TRAJECTORY; QUANTITATIVE_RESULT,Comparison of the Autonomous Vehicle’s (A V) trajectory behaviour in an identical test scenario. This figure presents the trajectory of the A V using,24,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P103,10.1109/tiv.2024.3405330,B,7,11,TRAJECTORY,Mean and 95% confidence interval of difference model’s path length,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P104,10.1109/tiv.2022.3232890,B,1,4,SCENARIO,The RISoUAV position and motion in the Cartesian coordinates: (a) 3D frame of the occupancy map (as the reference frame); (b) the yx−plane.,23,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P104,10.1109/tiv.2022.3232890,B,2,9,TRAJECTORY,RISoUAV navigation through the cylinder of the p2p tube path.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P104,10.1109/tiv.2022.3232890,B,3,10,SCENARIO,The 3D map of the simulated dense urban area: (a) the 3D occupancy map and MT route from point A to point B; (b) the MT route in the XY plane. The,32,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P104,10.1109/tiv.2022.3232890,B,4,10,PROBLEM; SCENARIO; TRAJECTORY; QUANTITATIVE_RESULT,"Simulation results for the dense urban scenario: (a) stage 1, all possible p2p paths through random options; (b) ℵ prospective trajectories with valid",23,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P104,10.1109/tiv.2022.3232890,B,5,10,PROBLEM; SCENARIO; QUANTITATIVE_RESULT,Numerical result for the simulated scenario: (a) Energy consumption indicator for valid trajectories; (b) SNR at p2p waypoints of the selected trajectories;,22,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P104,10.1109/tiv.2022.3232890,B,6,11,TRAJECTORY; QUANTITATIVE_RESULT,Simulation results for assessing the DP performance in stage 1: (a) all possible p2p paths with 10 random options for each p2p path; (b) trajectory with,26,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P105,10.1109/tiv.2024.3383599,B,1,2,UNCLASSIFIED,Real-time terrain analysis using a probabilistic graph-based approach:,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P105,10.1109/tiv.2024.3383599,B,2,4,SENSITIVITY,"Two-stage segmentation scheme. First, stochastic estimation is used to update parameters of the height and slope of the ground plane and to dis card points",25,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P105,10.1109/tiv.2024.3383599,B,3,6,UNCLASSIFIED,Dense reconstruction of the ground using the predictions of the Ground,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P105,10.1109/tiv.2024.3383599,B,4,7,UNCLASSIFIED,Point cloud segmentation and Traversability graph in a highway with,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P105,10.1109/tiv.2024.3383599,B,5,8,SCENARIO,Traversability graph in an urban environment. Each node contains,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P105,10.1109/tiv.2024.3383599,B,6,12,UNCLASSIFIED,Point cloud captured with the ONA robot in the Barcelona Robot Lab.,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P105,10.1109/tiv.2024.3383599,B,7,12,UNCLASSIFIED,ONA robot during the Logismile demo in Esplugues de Llobregat.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P105,10.1109/tiv.2024.3383599,B,8,12,UNCLASSIFIED,ONA robot navigating in Debrecen.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P106,10.1109/tvt.2022.3228198,B,1,3,PROBLEM; SCENARIO,Dynamic task reallocation scenario description.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P106,10.1109/tvt.2022.3228198,B,2,4,UNCLASSIFIED,Coordinated Dynamic Task Allocation Request Net. As a means of,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P106,10.1109/tvt.2022.3228198,B,3,6,UNCLASSIFIED,Deep Q Learning-based Response Net.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P106,10.1109/tvt.2022.3228198,B,4,9,UNCLASSIFIED,The average Q value of the priority experience replay method and,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P106,10.1109/tvt.2022.3228198,B,5,10,UNCLASSIFIED,The cumulative reward.,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P106,10.1109/tvt.2022.3228198,B,6,10,UNCLASSIFIED,The ﬁtness value.,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P107,10.1109/tcst.2021.3091315,B,1,2,UNCLASSIFIED,Illustration of the observations made in Remark 1. The shape of,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P107,10.1109/tcst.2021.3091315,B,2,3,UNCLASSIFIED,Applications of chance-constrained op timization considered in this article. (a) Robot av oiding collision with a dynamic obstacle in a deter ministic,22,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P107,10.1109/tcst.2021.3091315,B,3,5,UNCLASSIFIED,Overview of our RKHS-based formulation.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P107,10.1109/tcst.2021.3091315,B,4,10,PROBLEM; SCENARIO,(a) Collision avoidance scenario where t he robot needs to avoid collision with three moving obstacles. (b) Position samples of robot and obsta cles,24,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P107,10.1109/tcst.2021.3091315,B,5,10,QUANTITATIVE_RESULT,"Simulation results for collision avoidance with three moving obstacles shown in Fig. 4(b) under non-Gaussian uncertainty. In this example, w eh a v e",24,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P107,10.1109/tcst.2021.3091315,B,6,11,QUALITATIVE_RESULT; QUANTITATIVE_RESULT,Snapshots of collision avoidance simulation for (a) and (b) d = 3 and (e)–(h) d = 5. Note how increase in d results in increase in clearance between,28,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,4,UNKNOWN,UNKNOWN
P107,10.1109/tcst.2021.3091315,B,7,12,UNCLASSIFIED,Illustration of the effect of ρ1 and ρ2 on η for collision avoidance application. (a)–(c) Effect for increasing values of d.,21,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P107,10.1109/tcst.2021.3091315,B,8,13,PROBLEM,(a) and (b) Average optimal cost obtained with different methods for c ollision avoidance application obs erved across 20 different problem,21,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P107,10.1109/tcst.2021.3091315,B,9,13,TRAJECTORY; QUANTITATIVE_RESULT,"Simulation results for inverse-dynamics-b ased path-tracking under non-Gaussian uncertain ty [Fig. 2(d)]. In this example, we repeatedly s olve the",20,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P107,10.1109/tcst.2021.3091315,B,10,14,TRAJECTORY; QUANTITATIVE_RESULT,Comparisons of optimal cost obtained for path-tracking application,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P107,10.1109/tcst.2021.3091315,B,11,15,UNCLASSIFIED,(a) Effect of incorporating w3 into the proposed RKHS formulation. It can be clearly obs erved that the average cost incurred is high when w3,25,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P107,10.1109/tcst.2021.3091315,B,12,15,UNCLASSIFIED,Plots showing consiste ncy of our RKHS embedding. As the,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P108,10.1109/tie.2022.3217585,B,1,3,UNCLASSIFIED,Diagram of the proposed NSB control scheme.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P108,10.1109/tie.2022.3217585,B,2,4,UNCLASSIFIED,Schematic diagram of CA.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P108,10.1109/tie.2022.3217585,B,3,7,UNCLASSIFIED,Communication topology of an MAS.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P108,10.1109/tie.2022.3217585,B,4,7,UNCLASSIFIED,Formation trajectories with CA.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P108,10.1109/tie.2022.3217585,B,5,7,UNCLASSIFIED,T racking errors with CA.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P108,10.1109/tie.2022.3217585,B,6,7,UNCLASSIFIED,Distances between agents with/without CA. (a) ∥pij∥2w i t hC A .,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P108,10.1109/tie.2022.3217585,B,7,7,QUANTITATIVE_RESULT,Comparison of two time-varying formation task design meth-,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P108,10.1109/tie.2022.3217585,B,8,8,UNCLASSIFIED,Experimental platform.,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P108,10.1109/tie.2022.3217585,B,9,8,QUANTITATIVE_RESULT,Experimental results with/without CA. (a) With CA. (b) Without,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P108,10.1109/tie.2022.3217585,B,10,8,UNCLASSIFIED,Formation trajectories with/without obstacle avoidance.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P109,10.1109/taes.2025.3650551,B,1,4,METHOD_FRAMEWORK,Framework of the A VSRL tracking control method.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P109,10.1109/taes.2025.3650551,B,2,6,QUANTITATIVE_RESULT,Comparison of average reward curves across 3000 episodes.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P109,10.1109/taes.2025.3650551,B,3,6,SCENARIO,Heatmap of RMSE values across combinations of attention head,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P109,10.1109/taes.2025.3650551,B,4,7,TRAJECTORY; QUANTITATIVE_RESULT,UA V trajectory tracking performance for ﬁve-pointed star path.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P109,10.1109/taes.2025.3650551,B,5,7,QUANTITATIVE_RESULT,Attitude control results in numerical experiments.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P109,10.1109/taes.2025.3650551,B,6,8,TRAJECTORY; QUANTITATIVE_RESULT,UA V trajectory tracking performance for time-varying smooth,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P109,10.1109/taes.2025.3650551,B,7,8,TRAJECTORY,Attitude control errors in time-varying smooth path tracking.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P109,10.1109/taes.2025.3650551,B,8,9,REAL_WORLD,Real-world UA V tracking sequence: (Top) external UA V ﬂight status; and (bottom) onboard FPV visual tracking progression of the static,21,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P109,10.1109/taes.2025.3650551,B,9,9,TRAJECTORY; QUANTITATIVE_RESULT,Flight trajectory comparison: UA V (blue) and pedestrian,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P109,10.1109/taes.2025.3650551,B,10,9,UNCLASSIFIED,presents a visual sequence of the experiment,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P109,10.1109/taes.2025.3650551,B,11,10,TRAJECTORY; QUANTITATIVE_RESULT,Flight trajectory comparison: UA V (blue) and pedestrian,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P109,10.1109/taes.2025.3650551,B,12,10,UNCLASSIFIED,"Target position prediction error along X (top), Y (middle), and",10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P110,10.1109/tvt.2021.3129504,B,1,3,UNCLASSIFIED,An example of target tracking with a swarm of rotary-wing UA Vs under,13,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P110,10.1109/tvt.2021.3129504,B,2,5,UNCLASSIFIED,A sketch of UA V propulsion power consumption.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P110,10.1109/tvt.2021.3129504,B,3,11,TRAJECTORY,An example of tracking trajectory for UA Vs represented by relative distances with reference to the target.,17,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P110,10.1109/tvt.2021.3129504,B,4,11,QUANTITATIVE_RESULT,The reward comparison results among the proposed algorithm and the,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P110,10.1109/tvt.2021.3129504,B,5,12,UNCLASSIFIED,Power saving efﬁciency with respect to steps for different α’s.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P110,10.1109/tvt.2021.3129504,B,6,12,UNCLASSIFIED,SIE distance rate with respect to steps for different values of α.,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P110,10.1109/tvt.2021.3129504,B,7,12,UNCLASSIFIED,Tracking success rate with repsect to steps for different values of α.,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P110,10.1109/tvt.2021.3129504,B,8,12,UNCLASSIFIED,Power saving efﬁciency with repsect to steps for different methods.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P110,10.1109/tvt.2021.3129504,B,9,12,UNCLASSIFIED,Tracking success rate with repsect to steps for different methods.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P110,10.1109/tvt.2021.3129504,B,10,13,TRAJECTORY,An example of 3-UA V 1-target tracking trajectory.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P110,10.1109/tvt.2021.3129504,B,11,13,UNCLASSIFIED,SIE distance rate with repsect to steps for different methods.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P111,10.1109/tits.2023.3336670,B,1,3,PROBLEM,The system modeling of the behavior planning and control problem,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P111,10.1109/tits.2023.3336670,B,2,4,METHOD_FRAMEWORK,Our proposed learning and control framework for the behavior,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P111,10.1109/tits.2023.3336670,B,3,6,UNCLASSIFIED,The truncated Qi(sNi,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P111,10.1109/tits.2023.3336670,B,4,9,PROBLEM; SCENARIO,The example scenario of a 3-lane freeway in CARLA [17]. Vehicles,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P111,10.1109/tits.2023.3336670,B,5,9,UNCLASSIFIED,The ego vehicle should keep a safe distance from the front vehicle,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P111,10.1109/tits.2023.3336670,B,6,10,UNCLASSIFIED,The ego vehicle is changing from lane #2 to lane #1. Its safety,13,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P111,10.1109/tits.2023.3336670,B,7,10,UNCLASSIFIED,Detailed structure of vision information processing. We combine,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P111,10.1109/tits.2023.3336670,B,8,12,UNCLASSIFIED,Our approach (safe MARL) improves the trafﬁc ﬂow and driving,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P111,10.1109/tits.2023.3336670,B,9,12,UNCLASSIFIED,Our approach (Safe MARL) can maintain a safe headway with,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P111,10.1109/tits.2023.3336670,B,10,12,UNCLASSIFIED,Our approach (safe MARL) gets a higher total episode reward,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
